One,Two,Three,Four,Key
57.70972037,394,4334,34.672,w
57.72303595,394.0909091,4335,34.68,e
57.73635153,394.1818182,4336,34.688,r
57.74966711,394.2727273,4337,34.696,t
57.76298269,394.3636364,4338,34.704,y
57.77629827,394.4545455,4339,34.712,u
57.78961385,394.5454545,4340,34.72,i
57.80292943,394.6363636,4341,34.728,o
57.81624501,394.7272727,4342,34.736,p
57.82956059,394.8181818,4343,34.744,a
57.84287617,394.9090909,4344,34.752,s
57.85619174,395,4345,34.76,d
57.86950732,395.0909091,4346,34.768,f
57.8828229,395.1818182,4347,34.776,g
57.89613848,395.2727273,4348,34.784,h
57.90945406,395.3636364,4349,34.792,j
57.92276964,395.4545455,4350,34.8,k
57.93608522,395.5454545,4351,34.808,l
57.9494008,395.6363636,4352,34.816,z
57.96271638,395.7272727,4353,34.824,x
57.97603196,395.8181818,4354,34.832,c
57.98934754,395.9090909,4355,34.84,v
58.00266312,396,4356,34.848,b
58.0159787,396.0909091,4357,34.856,n
58.02929427,396.1818182,4358,34.864,m
58.04260985,396.2727273,4359,34.872,j
58.05592543,396.3636364,4360,34.88,k
58.06924101,396.4545455,4361,34.888,l
58.08255659,396.5454545,4362,34.896,z
58.09587217,396.6363636,4363,34.904,f
58.10918775,396.7272727,4364,34.912,g
58.12250333,396.8181818,4365,34.92,v
58.13581891,396.9090909,4366,34.928,b
58.14913449,397,4367,34.936,n
58.16245007,397.0909091,4368,34.944,m
58.17576565,397.1818182,4369,34.952,a
58.18908123,397.2727273,4370,34.96,b
58.2023968,397.3636364,4371,34.968,f
58.21571238,397.4545455,4372,34.976,q
58.22902796,397.5454545,4373,34.984,w
58.24234354,397.6363636,4374,34.992,e
58.25565912,397.7272727,4375,35,r
58.2689747,397.8181818,4376,35.008,t
58.28229028,397.9090909,4377,35.016,y
58.29560586,398,4378,35.024,u
58.30892144,398.0909091,4379,35.032,i
58.32223702,398.1818182,4380,35.04,o
58.3355526,398.2727273,4381,35.048,p
58.34886818,398.3636364,4382,35.056,a
58.36218375,398.4545455,4383,35.064,s
58.37549933,398.5454545,4384,35.072,d
58.38881491,398.6363636,4385,35.08,f
58.40213049,398.7272727,4386,35.088,g
58.41544607,398.8181818,4387,35.096,h
58.42876165,398.9090909,4388,35.104,j
58.44207723,399,4389,35.112,k
58.45539281,399.0909091,4390,35.12,l
58.46870839,399.1818182,4391,35.128,z
58.48202397,399.2727273,4392,35.136,x
58.49533955,399.3636364,4393,35.144,c
58.50865513,399.4545455,4394,35.152,v
58.52197071,399.5454545,4395,35.16,b
58.53528628,399.6363636,4396,35.168,n
58.54860186,399.7272727,4397,35.176,m
58.56191744,399.8181818,4398,35.184,j
58.57523302,399.9090909,4399,35.192,k
58.5885486,400,4400,35.2,l
58.60186418,400.0909091,4401,35.208,z
58.61517976,400.1818182,4402,35.216,f
58.62849534,400.2727273,4403,35.224,g
58.64181092,400.3636364,4404,35.232,v
58.6551265,400.4545455,4405,35.24,b
58.66844208,400.5454545,4406,35.248,n
58.68175766,400.6363636,4407,35.256,m
58.69507324,400.7272727,4408,35.264,a
58.70838881,400.8181818,4409,35.272,b
58.72170439,400.9090909,4410,35.28,f
58.73501997,401,4411,35.288,q
58.74833555,401.0909091,4412,35.296,w
58.76165113,401.1818182,4413,35.304,e
58.77496671,401.2727273,4414,35.312,r
58.78828229,401.3636364,4415,35.32,t
58.80159787,401.4545455,4416,35.328,y
58.81491345,401.5454545,4417,35.336,u
58.82822903,401.6363636,4418,35.344,i
58.84154461,401.7272727,4419,35.352,o
58.85486019,401.8181818,4420,35.36,p
58.86817577,401.9090909,4421,35.368,a
58.88149134,402,4422,35.376,s
58.89480692,402.0909091,4423,35.384,d
58.9081225,402.1818182,4424,35.392,f
58.92143808,402.2727273,4425,35.4,g
58.93475366,402.3636364,4426,35.408,h
58.94806924,402.4545455,4427,35.416,j
58.96138482,402.5454545,4428,35.424,k
58.9747004,402.6363636,4429,35.432,l
58.98801598,402.7272727,4430,35.44,z
59.00133156,402.8181818,4431,35.448,x
59.01464714,402.9090909,4432,35.456,c
59.02796272,403,4433,35.464,v
59.0412783,403.0909091,4434,35.472,b
59.05459387,403.1818182,4435,35.48,n
59.06790945,403.2727273,4436,35.488,m
59.08122503,403.3636364,4437,35.496,j
59.09454061,403.4545455,4438,35.504,k
59.10785619,403.5454545,4439,35.512,l
59.12117177,403.6363636,4440,35.52,z
59.13448735,403.7272727,4441,35.528,f
59.14780293,403.8181818,4442,35.536,g
59.16111851,403.9090909,4443,35.544,v
59.17443409,404,4444,35.552,b
59.18774967,404.0909091,4445,35.56,n
59.20106525,404.1818182,4446,35.568,m
59.21438083,404.2727273,4447,35.576,a
59.2276964,404.3636364,4448,35.584,b
59.24101198,404.4545455,4449,35.592,f
59.25432756,404.5454545,4450,35.6,q
59.26764314,404.6363636,4451,35.608,w
59.28095872,404.7272727,4452,35.616,e
59.2942743,404.8181818,4453,35.624,r
59.30758988,404.9090909,4454,35.632,t
59.32090546,405,4455,35.64,y
59.33422104,405.0909091,4456,35.648,u
59.34753662,405.1818182,4457,35.656,i
59.3608522,405.2727273,4458,35.664,o
59.37416778,405.3636364,4459,35.672,p
59.38748336,405.4545455,4460,35.68,a
59.40079893,405.5454545,4461,35.688,s
59.41411451,405.6363636,4462,35.696,d
59.42743009,405.7272727,4463,35.704,f
59.44074567,405.8181818,4464,35.712,g
59.45406125,405.9090909,4465,35.72,h
59.46737683,406,4466,35.728,j
59.48069241,406.0909091,4467,35.736,k
59.49400799,406.1818182,4468,35.744,l
59.50732357,406.2727273,4469,35.752,z
59.52063915,406.3636364,4470,35.76,x
59.53395473,406.4545455,4471,35.768,c
59.54727031,406.5454545,4472,35.776,v
59.56058589,406.6363636,4473,35.784,b
59.57390146,406.7272727,4474,35.792,n
59.58721704,406.8181818,4475,35.8,m
59.60053262,406.9090909,4476,35.808,j
59.6138482,407,4477,35.816,k
59.62716378,407.0909091,4478,35.824,l
59.64047936,407.1818182,4479,35.832,z
59.65379494,407.2727273,4480,35.84,f
59.66711052,407.3636364,4481,35.848,g
59.6804261,407.4545455,4482,35.856,v
59.69374168,407.5454545,4483,35.864,b
59.70705726,407.6363636,4484,35.872,n
59.72037284,407.7272727,4485,35.88,m
59.73368842,407.8181818,4486,35.888,a
59.74700399,407.9090909,4487,35.896,b
59.76031957,408,4488,35.904,f
59.77363515,408.0909091,4489,35.912,q
59.78695073,408.1818182,4490,35.92,w
59.80026631,408.2727273,4491,35.928,e
59.81358189,408.3636364,4492,35.936,r
59.82689747,408.4545455,4493,35.944,t
59.84021305,408.5454545,4494,35.952,y
59.85352863,408.6363636,4495,35.96,u
59.86684421,408.7272727,4496,35.968,i
59.88015979,408.8181818,4497,35.976,o
59.89347537,408.9090909,4498,35.984,p
59.90679095,409,4499,35.992,a
59.92010652,409.0909091,4500,36,s
59.9334221,409.1818182,4501,36.008,d
59.94673768,409.2727273,4502,36.016,f
59.96005326,409.3636364,4503,36.024,g
59.97336884,409.4545455,4504,36.032,h
59.98668442,409.5454545,4505,36.04,j
60,409.6363636,4506,36.048,k
60.01331558,409.7272727,4507,36.056,l
60.02663116,409.8181818,4508,36.064,z
60.03994674,409.9090909,4509,36.072,x
60.05326232,410,4510,36.08,c
60.0665779,410.0909091,4511,36.088,v
60.07989348,410.1818182,4512,36.096,b
60.09320905,410.2727273,4513,36.104,n
60.10652463,410.3636364,4514,36.112,m
60.11984021,410.4545455,4515,36.12,j
60.13315579,410.5454545,4516,36.128,k
60.14647137,410.6363636,4517,36.136,l
60.15978695,410.7272727,4518,36.144,z
60.17310253,410.8181818,4519,36.152,f
60.18641811,410.9090909,4520,36.16,g
60.19973369,411,4521,36.168,v
60.21304927,411.0909091,4522,36.176,b
60.22636485,411.1818182,4523,36.184,n
60.23968043,411.2727273,4524,36.192,m
60.25299601,411.3636364,4525,36.2,a
60.26631158,411.4545455,4526,36.208,b
60.27962716,411.5454545,4527,36.216,f
60.29294274,411.6363636,4528,36.224,q
60.30625832,411.7272727,4529,36.232,w
60.3195739,411.8181818,4530,36.24,e
60.33288948,411.9090909,4531,36.248,r
60.34620506,412,4532,36.256,t
60.35952064,412.0909091,4533,36.264,y
60.37283622,412.1818182,4534,36.272,u
60.3861518,412.2727273,4535,36.28,i
60.39946738,412.3636364,4536,36.288,o
60.41278296,412.4545455,4537,36.296,p
60.42609854,412.5454545,4538,36.304,a
60.43941411,412.6363636,4539,36.312,s
60.45272969,412.7272727,4540,36.32,d
60.46604527,412.8181818,4541,36.328,f
60.47936085,412.9090909,4542,36.336,g
60.49267643,413,4543,36.344,h
60.50599201,413.0909091,4544,36.352,j
60.51930759,413.1818182,4545,36.36,k
60.53262317,413.2727273,4546,36.368,l
60.54593875,413.3636364,4547,36.376,z
60.55925433,413.4545455,4548,36.384,x
60.57256991,413.5454545,4549,36.392,c
60.58588549,413.6363636,4550,36.4,v
60.59920107,413.7272727,4551,36.408,b
60.61251664,413.8181818,4552,36.416,n
60.62583222,413.9090909,4553,36.424,m
60.6391478,414,4554,36.432,j
60.65246338,414.0909091,4555,36.44,k
60.66577896,414.1818182,4556,36.448,l
60.67909454,414.2727273,4557,36.456,z
60.69241012,414.3636364,4558,36.464,f
60.7057257,414.4545455,4559,36.472,g
60.71904128,414.5454545,4560,36.48,v
60.73235686,414.6363636,4561,36.488,b
60.74567244,414.7272727,4562,36.496,n
60.75898802,414.8181818,4563,36.504,m
60.7723036,414.9090909,4564,36.512,a
60.78561917,415,4565,36.52,b
60.79893475,415.0909091,4566,36.528,f
60.81225033,415.1818182,4567,36.536,q
60.82556591,415.2727273,4568,36.544,w
60.83888149,415.3636364,4569,36.552,e
60.85219707,415.4545455,4570,36.56,r
60.86551265,415.5454545,4571,36.568,t
60.87882823,415.6363636,4572,36.576,y
60.89214381,415.7272727,4573,36.584,u
60.90545939,415.8181818,4574,36.592,i
60.91877497,415.9090909,4575,36.6,o
60.93209055,416,4576,36.608,p
60.94540613,416.0909091,4577,36.616,a
60.9587217,416.1818182,4578,36.624,s
60.97203728,416.2727273,4579,36.632,d
60.98535286,416.3636364,4580,36.64,f
60.99866844,416.4545455,4581,36.648,g
61.01198402,416.5454545,4582,36.656,h
61.0252996,416.6363636,4583,36.664,j
61.03861518,416.7272727,4584,36.672,k
61.05193076,416.8181818,4585,36.68,l
61.06524634,416.9090909,4586,36.688,z
61.07856192,417,4587,36.696,x
61.0918775,417.0909091,4588,36.704,c
61.10519308,417.1818182,4589,36.712,v
61.11850866,417.2727273,4590,36.72,b
61.13182423,417.3636364,4591,36.728,n
61.14513981,417.4545455,4592,36.736,m
61.15845539,417.5454545,4593,36.744,j
61.17177097,417.6363636,4594,36.752,k
61.18508655,417.7272727,4595,36.76,l
61.19840213,417.8181818,4596,36.768,z
61.21171771,417.9090909,4597,36.776,f
61.22503329,418,4598,36.784,g
61.23834887,418.0909091,4599,36.792,v
61.25166445,418.1818182,4600,36.8,b
61.26498003,418.2727273,4601,36.808,n
61.27829561,418.3636364,4602,36.816,m
61.29161119,418.4545455,4603,36.824,a
61.30492676,418.5454545,4604,36.832,b
61.31824234,418.6363636,4605,36.84,f
61.33155792,418.7272727,4606,36.848,q
61.3448735,418.8181818,4607,36.856,w
61.35818908,418.9090909,4608,36.864,e
61.37150466,419,4609,36.872,r
61.38482024,419.0909091,4610,36.88,t
61.39813582,419.1818182,4611,36.888,y
61.4114514,419.2727273,4612,36.896,u
61.42476698,419.3636364,4613,36.904,i
61.43808256,419.4545455,4614,36.912,o
61.45139814,419.5454545,4615,36.92,p
61.46471372,419.6363636,4616,36.928,a
61.47802929,419.7272727,4617,36.936,s
61.49134487,419.8181818,4618,36.944,d
61.50466045,419.9090909,4619,36.952,f
61.51797603,420,4620,36.96,g
61.53129161,420.0909091,4621,36.968,h
61.54460719,420.1818182,4622,36.976,j
61.55792277,420.2727273,4623,36.984,k
61.57123835,420.3636364,4624,36.992,l
61.58455393,420.4545455,4625,37,z
61.59786951,420.5454545,4626,37.008,x
61.61118509,420.6363636,4627,37.016,c
61.62450067,420.7272727,4628,37.024,v
61.63781625,420.8181818,4629,37.032,b
61.65113182,420.9090909,4630,37.04,n
61.6644474,421,4631,37.048,m
61.67776298,421.0909091,4632,37.056,j
61.69107856,421.1818182,4633,37.064,k
61.70439414,421.2727273,4634,37.072,l
61.71770972,421.3636364,4635,37.08,z
61.7310253,421.4545455,4636,37.088,f
61.74434088,421.5454545,4637,37.096,g
61.75765646,421.6363636,4638,37.104,v
61.77097204,421.7272727,4639,37.112,b
61.78428762,421.8181818,4640,37.12,n
61.7976032,421.9090909,4641,37.128,m
61.81091877,422,4642,37.136,a
61.82423435,422.0909091,4643,37.144,b
61.83754993,422.1818182,4644,37.152,f
61.85086551,422.2727273,4645,37.16,q
61.86418109,422.3636364,4646,37.168,w
61.87749667,422.4545455,4647,37.176,e
61.89081225,422.5454545,4648,37.184,r
61.90412783,422.6363636,4649,37.192,t
61.91744341,422.7272727,4650,37.2,y
61.93075899,422.8181818,4651,37.208,u
61.94407457,422.9090909,4652,37.216,i
61.95739015,423,4653,37.224,o
61.97070573,423.0909091,4654,37.232,p
61.9840213,423.1818182,4655,37.24,a
61.99733688,423.2727273,4656,37.248,s
62.01065246,423.3636364,4657,37.256,d
62.02396804,423.4545455,4658,37.264,f
62.03728362,423.5454545,4659,37.272,g
62.0505992,423.6363636,4660,37.28,h
62.06391478,423.7272727,4661,37.288,j
62.07723036,423.8181818,4662,37.296,k
62.09054594,423.9090909,4663,37.304,l
62.10386152,424,4664,37.312,z
62.1171771,424.0909091,4665,37.32,x
62.13049268,424.1818182,4666,37.328,c
62.14380826,424.2727273,4667,37.336,v
62.15712383,424.3636364,4668,37.344,b
62.17043941,424.4545455,4669,37.352,n
62.18375499,424.5454545,4670,37.36,m
62.19707057,424.6363636,4671,37.368,j
62.21038615,424.7272727,4672,37.376,k
62.22370173,424.8181818,4673,37.384,l
62.23701731,424.9090909,4674,37.392,z
62.25033289,425,4675,37.4,f
62.26364847,425.0909091,4676,37.408,g
62.27696405,425.1818182,4677,37.416,v
62.29027963,425.2727273,4678,37.424,b
62.30359521,425.3636364,4679,37.432,n
62.31691079,425.4545455,4680,37.44,m
62.33022636,425.5454545,4681,37.448,a
62.34354194,425.6363636,4682,37.456,b
62.35685752,425.7272727,4683,37.464,f
62.3701731,425.8181818,4684,37.472,q
62.38348868,425.9090909,4685,37.48,w
62.39680426,426,4686,37.488,e
62.41011984,426.0909091,4687,37.496,r
62.42343542,426.1818182,4688,37.504,t
62.436751,426.2727273,4689,37.512,y
62.45006658,426.3636364,4690,37.52,u
62.46338216,426.4545455,4691,37.528,i
62.47669774,426.5454545,4692,37.536,o
62.49001332,426.6363636,4693,37.544,p
62.50332889,426.7272727,4694,37.552,a
62.51664447,426.8181818,4695,37.56,s
62.52996005,426.9090909,4696,37.568,d
62.54327563,427,4697,37.576,f
62.55659121,427.0909091,4698,37.584,g
62.56990679,427.1818182,4699,37.592,h
62.58322237,427.2727273,4700,37.6,j
62.59653795,427.3636364,4701,37.608,k
62.60985353,427.4545455,4702,37.616,l
62.62316911,427.5454545,4703,37.624,z
62.63648469,427.6363636,4704,37.632,x
62.64980027,427.7272727,4705,37.64,c
62.66311585,427.8181818,4706,37.648,v
62.67643142,427.9090909,4707,37.656,b
62.689747,428,4708,37.664,n
62.70306258,428.0909091,4709,37.672,m
62.71637816,428.1818182,4710,37.68,j
62.72969374,428.2727273,4711,37.688,k
62.74300932,428.3636364,4712,37.696,l
62.7563249,428.4545455,4713,37.704,z
62.76964048,428.5454545,4714,37.712,f
62.78295606,428.6363636,4715,37.72,g
62.79627164,428.7272727,4716,37.728,v
62.80958722,428.8181818,4717,37.736,b
62.8229028,428.9090909,4718,37.744,n
62.83621838,429,4719,37.752,m
62.84953395,429.0909091,4720,37.76,a
62.86284953,429.1818182,4721,37.768,b
62.87616511,429.2727273,4722,37.776,f
62.88948069,429.3636364,4723,37.784,q
62.90279627,429.4545455,4724,37.792,w
62.91611185,429.5454545,4725,37.8,e
62.92942743,429.6363636,4726,37.808,r
62.94274301,429.7272727,4727,37.816,t
62.95605859,429.8181818,4728,37.824,y
62.96937417,429.9090909,4729,37.832,u
62.98268975,430,4730,37.84,i
62.99600533,430.0909091,4731,37.848,o
63.00932091,430.1818182,4732,37.856,p
63.02263648,430.2727273,4733,37.864,a
63.03595206,430.3636364,4734,37.872,s
63.04926764,430.4545455,4735,37.88,d
63.06258322,430.5454545,4736,37.888,f
63.0758988,430.6363636,4737,37.896,g
63.08921438,430.7272727,4738,37.904,h
63.10252996,430.8181818,4739,37.912,j
63.11584554,430.9090909,4740,37.92,k
63.12916112,431,4741,37.928,l
63.1424767,431.0909091,4742,37.936,z
63.15579228,431.1818182,4743,37.944,x
63.16910786,431.2727273,4744,37.952,c
63.18242344,431.3636364,4745,37.96,v
63.19573901,431.4545455,4746,37.968,b
63.20905459,431.5454545,4747,37.976,n
63.22237017,431.6363636,4748,37.984,m
63.23568575,431.7272727,4749,37.992,j
63.24900133,431.8181818,4750,38,k
63.26231691,431.9090909,4751,38.008,l
63.27563249,432,4752,38.016,z
63.28894807,432.0909091,4753,38.024,f
63.30226365,432.1818182,4754,38.032,g
63.31557923,432.2727273,4755,38.04,v
63.32889481,432.3636364,4756,38.048,b
63.34221039,432.4545455,4757,38.056,n
63.35552597,432.5454545,4758,38.064,m
63.36884154,432.6363636,4759,38.072,a
63.38215712,432.7272727,4760,38.08,b
63.3954727,432.8181818,4761,38.088,f
63.40878828,432.9090909,4762,38.096,q
63.42210386,433,4763,38.104,w
63.43541944,433.0909091,4764,38.112,e
63.44873502,433.1818182,4765,38.12,r
63.4620506,433.2727273,4766,38.128,t
63.47536618,433.3636364,4767,38.136,y
63.48868176,433.4545455,4768,38.144,u
63.50199734,433.5454545,4769,38.152,i
63.51531292,433.6363636,4770,38.16,o
63.5286285,433.7272727,4771,38.168,p
63.54194407,433.8181818,4772,38.176,a
63.55525965,433.9090909,4773,38.184,s
63.56857523,434,4774,38.192,d
63.58189081,434.0909091,4775,38.2,f
63.59520639,434.1818182,4776,38.208,g
63.60852197,434.2727273,4777,38.216,h
63.62183755,434.3636364,4778,38.224,j
63.63515313,434.4545455,4779,38.232,k
63.64846871,434.5454545,4780,38.24,l
63.66178429,434.6363636,4781,38.248,z
63.67509987,434.7272727,4782,38.256,x
63.68841545,434.8181818,4783,38.264,c
63.70173103,434.9090909,4784,38.272,v
63.7150466,435,4785,38.28,b
63.72836218,435.0909091,4786,38.288,n
63.74167776,435.1818182,4787,38.296,m
63.75499334,435.2727273,4788,38.304,j
63.76830892,435.3636364,4789,38.312,k
63.7816245,435.4545455,4790,38.32,l
63.79494008,435.5454545,4791,38.328,z
63.80825566,435.6363636,4792,38.336,f
63.82157124,435.7272727,4793,38.344,g
63.83488682,435.8181818,4794,38.352,v
63.8482024,435.9090909,4795,38.36,b
63.86151798,436,4796,38.368,n
63.87483356,436.0909091,4797,38.376,m
63.88814913,436.1818182,4798,38.384,a
63.90146471,436.2727273,4799,38.392,b
63.91478029,436.3636364,4800,38.4,f
63.92809587,436.4545455,4801,38.408,q
63.94141145,436.5454545,4802,38.416,w
63.95472703,436.6363636,4803,38.424,e
63.96804261,436.7272727,4804,38.432,r
63.98135819,436.8181818,4805,38.44,t
63.99467377,436.9090909,4806,38.448,y
64.00798935,437,4807,38.456,u
64.02130493,437.0909091,4808,38.464,i
64.03462051,437.1818182,4809,38.472,o
64.04793609,437.2727273,4810,38.48,p
64.06125166,437.3636364,4811,38.488,a
64.07456724,437.4545455,4812,38.496,s
64.08788282,437.5454545,4813,38.504,d
64.1011984,437.6363636,4814,38.512,f
64.11451398,437.7272727,4815,38.52,g
64.12782956,437.8181818,4816,38.528,h
64.14114514,437.9090909,4817,38.536,j
64.15446072,438,4818,38.544,k
64.1677763,438.0909091,4819,38.552,l
64.18109188,438.1818182,4820,38.56,z
64.19440746,438.2727273,4821,38.568,x
64.20772304,438.3636364,4822,38.576,c
64.22103862,438.4545455,4823,38.584,v
64.23435419,438.5454545,4824,38.592,b
64.24766977,438.6363636,4825,38.6,n
64.26098535,438.7272727,4826,38.608,m
64.27430093,438.8181818,4827,38.616,j
64.28761651,438.9090909,4828,38.624,k
64.30093209,439,4829,38.632,l
64.31424767,439.0909091,4830,38.64,z
64.32756325,439.1818182,4831,38.648,f
64.34087883,439.2727273,4832,38.656,g
64.35419441,439.3636364,4833,38.664,v
64.36750999,439.4545455,4834,38.672,b
64.38082557,439.5454545,4835,38.68,n
64.39414115,439.6363636,4836,38.688,m
64.40745672,439.7272727,4837,38.696,a
64.4207723,439.8181818,4838,38.704,b
64.43408788,439.9090909,4839,38.712,f
64.44740346,440,4840,38.72,q
64.46071904,440.0909091,4841,38.728,w
64.47403462,440.1818182,4842,38.736,e
64.4873502,440.2727273,4843,38.744,r
64.50066578,440.3636364,4844,38.752,t
64.51398136,440.4545455,4845,38.76,y
64.52729694,440.5454545,4846,38.768,u
64.54061252,440.6363636,4847,38.776,i
64.5539281,440.7272727,4848,38.784,o
64.56724368,440.8181818,4849,38.792,p
64.58055925,440.9090909,4850,38.8,a
64.59387483,441,4851,38.808,s
64.60719041,441.0909091,4852,38.816,d
64.62050599,441.1818182,4853,38.824,f
64.63382157,441.2727273,4854,38.832,g
64.64713715,441.3636364,4855,38.84,h
64.66045273,441.4545455,4856,38.848,j
64.67376831,441.5454545,4857,38.856,k
64.68708389,441.6363636,4858,38.864,l
64.70039947,441.7272727,4859,38.872,z
64.71371505,441.8181818,4860,38.88,x
64.72703063,441.9090909,4861,38.888,c
64.74034621,442,4862,38.896,v
64.75366178,442.0909091,4863,38.904,b
64.76697736,442.1818182,4864,38.912,n
64.78029294,442.2727273,4865,38.92,m
64.79360852,442.3636364,4866,38.928,j
64.8069241,442.4545455,4867,38.936,k
64.82023968,442.5454545,4868,38.944,l
64.83355526,442.6363636,4869,38.952,z
64.84687084,442.7272727,4870,38.96,f
64.86018642,442.8181818,4871,38.968,g
64.873502,442.9090909,4872,38.976,v
64.88681758,443,4873,38.984,b
64.90013316,443.0909091,4874,38.992,n
64.91344874,443.1818182,4875,39,m
64.92676431,443.2727273,4876,39.008,a
64.94007989,443.3636364,4877,39.016,b
64.95339547,443.4545455,4878,39.024,f
64.96671105,443.5454545,4879,39.032,q
64.98002663,443.6363636,4880,39.04,w
64.99334221,443.7272727,4881,39.048,e
65.00665779,443.8181818,4882,39.056,r
65.01997337,443.9090909,4883,39.064,t
65.03328895,444,4884,39.072,y
65.04660453,444.0909091,4885,39.08,u
65.05992011,444.1818182,4886,39.088,i
65.07323569,444.2727273,4887,39.096,o
65.08655126,444.3636364,4888,39.104,p
65.09986684,444.4545455,4889,39.112,a
65.11318242,444.5454545,4890,39.12,s
65.126498,444.6363636,4891,39.128,d
65.13981358,444.7272727,4892,39.136,f
65.15312916,444.8181818,4893,39.144,g
65.16644474,444.9090909,4894,39.152,h
65.17976032,445,4895,39.16,j
65.1930759,445.0909091,4896,39.168,k
65.20639148,445.1818182,4897,39.176,l
65.21970706,445.2727273,4898,39.184,z
65.23302264,445.3636364,4899,39.192,x
65.24633822,445.4545455,4900,39.2,c
65.25965379,445.5454545,4901,39.208,v
65.27296937,445.6363636,4902,39.216,b
65.28628495,445.7272727,4903,39.224,n
65.29960053,445.8181818,4904,39.232,m
65.31291611,445.9090909,4905,39.24,j
65.32623169,446,4906,39.248,k
65.33954727,446.0909091,4907,39.256,l
65.35286285,446.1818182,4908,39.264,z
65.36617843,446.2727273,4909,39.272,f
65.37949401,446.3636364,4910,39.28,g
65.39280959,446.4545455,4911,39.288,v
65.40612517,446.5454545,4912,39.296,b
65.41944075,446.6363636,4913,39.304,n
65.43275632,446.7272727,4914,39.312,m
65.4460719,446.8181818,4915,39.32,a
65.45938748,446.9090909,4916,39.328,b
65.47270306,447,4917,39.336,f
65.48601864,447.0909091,4918,39.344,q
65.49933422,447.1818182,4919,39.352,w
65.5126498,447.2727273,4920,39.36,e
65.52596538,447.3636364,4921,39.368,r
65.53928096,447.4545455,4922,39.376,t
65.55259654,447.5454545,4923,39.384,y
65.56591212,447.6363636,4924,39.392,u
65.5792277,447.7272727,4925,39.4,i
65.59254328,447.8181818,4926,39.408,o
65.60585885,447.9090909,4927,39.416,p
65.61917443,448,4928,39.424,a
65.63249001,448.0909091,4929,39.432,s
65.64580559,448.1818182,4930,39.44,d
65.65912117,448.2727273,4931,39.448,f
65.67243675,448.3636364,4932,39.456,g
65.68575233,448.4545455,4933,39.464,h
65.69906791,448.5454545,4934,39.472,j
65.71238349,448.6363636,4935,39.48,k
65.72569907,448.7272727,4936,39.488,l
65.73901465,448.8181818,4937,39.496,z
65.75233023,448.9090909,4938,39.504,x
65.76564581,449,4939,39.512,c
65.77896138,449.0909091,4940,39.52,v
65.79227696,449.1818182,4941,39.528,b
65.80559254,449.2727273,4942,39.536,n
65.81890812,449.3636364,4943,39.544,m
65.8322237,449.4545455,4944,39.552,j
65.84553928,449.5454545,4945,39.56,k
65.85885486,449.6363636,4946,39.568,l
65.87217044,449.7272727,4947,39.576,z
65.88548602,449.8181818,4948,39.584,f
65.8988016,449.9090909,4949,39.592,g
65.91211718,450,4950,39.6,v
65.92543276,450.0909091,4951,39.608,b
65.93874834,450.1818182,4952,39.616,n
65.95206391,450.2727273,4953,39.624,m
65.96537949,450.3636364,4954,39.632,a
65.97869507,450.4545455,4955,39.64,b
65.99201065,450.5454545,4956,39.648,f
66.00532623,450.6363636,4957,39.656,q
66.01864181,450.7272727,4958,39.664,w
66.03195739,450.8181818,4959,39.672,e
66.04527297,450.9090909,4960,39.68,r
66.05858855,451,4961,39.688,t
66.07190413,451.0909091,4962,39.696,y
66.08521971,451.1818182,4963,39.704,u
66.09853529,451.2727273,4964,39.712,i
66.11185087,451.3636364,4965,39.72,o
66.12516644,451.4545455,4966,39.728,p
66.13848202,451.5454545,4967,39.736,a
66.1517976,451.6363636,4968,39.744,s
66.16511318,451.7272727,4969,39.752,d
66.17842876,451.8181818,4970,39.76,f
66.19174434,451.9090909,4971,39.768,g
66.20505992,452,4972,39.776,h
66.2183755,452.0909091,4973,39.784,j
66.23169108,452.1818182,4974,39.792,k
66.24500666,452.2727273,4975,39.8,l
66.25832224,452.3636364,4976,39.808,z
66.27163782,452.4545455,4977,39.816,x
66.2849534,452.5454545,4978,39.824,c
66.29826897,452.6363636,4979,39.832,v
66.31158455,452.7272727,4980,39.84,b
66.32490013,452.8181818,4981,39.848,n
66.33821571,452.9090909,4982,39.856,m
66.35153129,453,4983,39.864,j
66.36484687,453.0909091,4984,39.872,k
66.37816245,453.1818182,4985,39.88,l
66.39147803,453.2727273,4986,39.888,z
66.40479361,453.3636364,4987,39.896,f
66.41810919,453.4545455,4988,39.904,g
66.43142477,453.5454545,4989,39.912,v
66.44474035,453.6363636,4990,39.92,b
66.45805593,453.7272727,4991,39.928,n
66.4713715,453.8181818,4992,39.936,m
66.48468708,453.9090909,4993,39.944,a
66.49800266,454,4994,39.952,b
66.51131824,454.0909091,4995,39.96,f
66.52463382,454.1818182,4996,39.968,q
66.5379494,454.2727273,4997,39.976,w
66.55126498,454.3636364,4998,39.984,e
66.56458056,454.4545455,4999,39.992,r
66.57789614,454.5454545,5000,40,t
66.59121172,454.6363636,5001,40.008,y
66.6045273,454.7272727,5002,40.016,u
66.61784288,454.8181818,5003,40.024,i
66.63115846,454.9090909,5004,40.032,o
66.64447403,455,5005,40.04,p
66.65778961,455.0909091,5006,40.048,a
66.67110519,455.1818182,5007,40.056,s
66.68442077,455.2727273,5008,40.064,d
66.69773635,455.3636364,5009,40.072,f
66.71105193,455.4545455,5010,40.08,g
66.72436751,455.5454545,5011,40.088,h
